User ID,Type_base,Datetime,Sentiment,Score,Type_content,Category
10f311c3-f547-4260-8c0e-a155008b7936,worried,2020-08-23 18:56:59,negative,12,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,worried,2020-06-29 22:24:40,negative,12,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,like,2021-03-04 09:19:39,positive,50,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,like,2020-09-26 15:16:05,positive,50,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,like,2021-03-26 11:35:52,positive,50,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,like,2020-11-16 15:45:28,positive,50,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,heart,2020-08-14 23:58:31,positive,60,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,heart,2020-09-21 22:40:41,positive,60,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,want,2020-12-16 20:35:08,positive,70,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,want,2021-04-29 08:45:21,positive,70,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,intrigued,2020-08-19 12:48:50,positive,45,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,intrigued,2020-10-16 15:04:15,positive,45,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,intrigued,2021-03-01 14:33:28,positive,45,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,intrigued,2021-04-30 15:14:04,positive,45,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,love,2020-09-02 05:00:33,positive,65,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,love,2021-05-31 02:55:53,positive,65,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,adore,2020-08-05 09:17:47,positive,72,photo,animals
10f311c3-f547-4260-8c0e-a155008b7936,adore,2020-07-11 05:19:14,positive,72,photo,animals
92b87fa5-f271-43e0-af66-84fac21052e6,disgust,2021-06-15 17:31:50,negative,0,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,dislike,2021-06-17 12:22:51,negative,10,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,dislike,2021-02-16 06:25:18,negative,10,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,dislike,2020-12-30 10:15:46,negative,10,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,scared,2020-11-11 08:26:15,negative,15,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,interested,2020-12-04 04:22:19,positive,30,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,interested,2021-02-18 13:54:56,positive,30,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,peeking,2021-01-15 11:33:42,neutral,35,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,peeking,2020-11-19 22:13:50,neutral,35,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,peeking,2020-12-15 05:33:53,neutral,35,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,peeking,2021-04-01 20:45:03,neutral,35,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,cherish,2020-07-01 18:24:27,positive,70,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,cherish,2020-08-19 07:46:52,positive,70,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,hate,2020-12-26 04:10:56,negative,5,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,hate,2020-11-14 12:29:27,negative,5,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,indifferent,2021-05-07 08:59:01,neutral,20,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,indifferent,2020-11-05 08:58:46,neutral,20,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,indifferent,2020-09-23 13:00:39,neutral,20,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,super love,2020-11-08 03:05:59,positive,75,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,worried,2021-01-23 11:26:42,negative,12,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,like,2021-01-05 20:29:40,positive,50,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,like,2020-06-20 03:55:57,positive,50,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,like,2021-04-14 03:58:34,positive,50,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,like,2020-11-16 01:34:13,positive,50,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,heart,2020-09-03 20:33:27,positive,60,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,heart,2021-05-21 08:19:35,positive,60,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,heart,2021-01-07 07:07:37,positive,60,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,heart,2021-03-20 20:06:48,positive,60,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,want,2021-05-25 03:03:19,positive,70,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,want,2020-09-15 19:11:41,positive,70,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,want,2021-03-12 15:43:13,positive,70,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,intrigued,2020-10-29 02:29:48,positive,45,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,intrigued,2021-03-26 20:45:45,positive,45,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,intrigued,2020-11-27 22:47:27,positive,45,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,intrigued,2021-06-17 21:29:20,positive,45,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,intrigued,2021-02-02 15:44:05,positive,45,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,love,2021-06-11 09:03:43,positive,65,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,love,2021-02-27 18:59:03,positive,65,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,adore,2020-11-10 20:48:21,positive,72,GIF,animals
92b87fa5-f271-43e0-af66-84fac21052e6,adore,2021-05-02 02:32:23,positive,72,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,disgust,2020-09-13 08:14:15,negative,0,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,dislike,2020-10-24 15:43:42,negative,10,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,dislike,2020-11-30 17:02:37,negative,10,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,dislike,2021-05-31 10:38:03,negative,10,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,scared,2021-05-24 23:12:42,negative,15,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,scared,2021-05-24 13:30:36,negative,15,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,scared,2020-11-07 21:27:05,negative,15,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,scared,2021-01-16 06:10:52,negative,15,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,scared,2021-05-24 05:27:40,negative,15,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,scared,2020-11-18 03:41:23,negative,15,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,scared,2020-08-18 11:05:38,negative,15,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,interested,2021-03-13 12:29:58,positive,30,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,interested,2021-02-17 13:13:49,positive,30,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,peeking,2021-06-17 12:05:08,neutral,35,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,cherish,2020-12-01 07:51:51,positive,70,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,hate,2021-05-11 04:33:20,negative,5,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,hate,2020-12-07 01:54:54,negative,5,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,indifferent,2021-02-26 17:18:54,neutral,20,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,indifferent,2020-11-28 14:16:07,neutral,20,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,indifferent,2020-10-13 18:20:45,neutral,20,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,indifferent,2020-11-16 03:03:10,neutral,20,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,super love,2020-09-05 01:56:23,positive,75,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,super love,2020-12-11 07:27:20,positive,75,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,super love,2020-08-31 06:09:46,positive,75,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,super love,2020-12-13 00:32:51,positive,75,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,worried,2020-07-05 03:37:53,negative,12,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,worried,2020-10-29 05:19:53,negative,12,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,like,2021-01-19 18:06:22,positive,50,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,like,2020-12-13 21:32:15,positive,50,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,heart,2021-02-04 11:28:42,positive,60,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,heart,2021-04-07 02:49:49,positive,60,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,want,2020-10-25 19:23:17,positive,70,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,intrigued,2021-02-20 08:22:04,positive,45,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,intrigued,2020-12-09 20:24:31,positive,45,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,adore,2021-04-02 10:02:04,positive,72,GIF,animals
57617bf3-b7d0-49cb-8d88-7d8346656397,adore,2021-03-16 06:59:56,positive,72,GIF,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,disgust,2020-12-12 23:02:32,negative,0,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,disgust,2020-12-24 19:20:16,negative,0,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,disgust,2020-08-30 03:20:09,negative,0,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,disgust,2021-02-07 04:03:15,negative,0,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,disgust,2020-10-16 20:29:18,negative,0,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,dislike,2021-03-14 09:35:14,negative,10,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,dislike,2021-03-20 16:28:43,negative,10,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,dislike,2020-11-24 08:57:30,negative,10,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,dislike,2020-12-04 15:44:04,negative,10,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,dislike,2021-03-26 22:05:46,negative,10,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,scared,2021-03-08 14:16:46,negative,15,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,scared,2021-03-01 19:36:23,negative,15,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,interested,2020-09-19 15:11:05,positive,30,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,interested,2020-12-23 15:25:08,positive,30,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,interested,2020-09-25 18:52:17,positive,30,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,interested,2021-05-09 13:48:31,positive,30,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,peeking,2020-09-23 06:24:11,neutral,35,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,peeking,2020-09-30 06:54:46,neutral,35,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,peeking,2020-11-07 05:19:31,neutral,35,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,peeking,2020-08-26 20:48:41,neutral,35,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,cherish,2020-09-14 12:35:41,positive,70,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,cherish,2020-10-21 02:54:58,positive,70,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,hate,2020-08-09 23:41:55,negative,5,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,hate,2020-11-23 07:52:30,negative,5,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,hate,2021-03-09 02:32:50,negative,5,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,indifferent,2020-12-31 10:02:10,neutral,20,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,indifferent,2021-05-26 12:49:58,neutral,20,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,super love,2020-08-20 02:36:48,positive,75,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,super love,2020-10-13 20:12:22,positive,75,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,super love,2021-05-29 10:56:13,positive,75,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,worried,2020-09-05 14:28:46,negative,12,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,worried,2020-08-18 11:32:28,negative,12,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,like,2020-07-01 03:09:39,positive,50,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,like,2021-03-16 23:52:20,positive,50,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,heart,2020-08-27 04:06:50,positive,60,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,intrigued,2021-05-24 15:32:26,positive,45,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,intrigued,2020-12-13 13:33:35,positive,45,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,intrigued,2021-01-22 07:09:09,positive,45,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,love,2020-10-11 22:43:48,positive,65,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,love,2020-09-11 07:19:29,positive,65,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,love,2021-01-22 06:35:33,positive,65,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,adore,2020-12-29 02:58:41,positive,72,video,animals
2dd186bb-7a28-4e80-99c7-f1936afc7b49,adore,2021-03-28 16:55:33,positive,72,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,disgust,2020-10-22 03:40:50,negative,0,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,disgust,2020-06-21 06:14:06,negative,0,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,disgust,2021-02-25 03:14:07,negative,0,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,dislike,2021-02-18 06:46:55,negative,10,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,dislike,2021-01-12 06:32:11,negative,10,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,dislike,2021-03-08 22:15:00,negative,10,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,dislike,2021-01-06 00:37:48,negative,10,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,dislike,2020-11-18 07:36:34,negative,10,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,scared,2021-02-13 14:31:32,negative,15,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,scared,2021-01-03 00:59:04,negative,15,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,interested,2021-05-26 06:16:16,positive,30,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,interested,2020-07-06 10:36:21,positive,30,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,interested,2021-06-12 22:07:11,positive,30,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,interested,2020-09-02 01:17:01,positive,30,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,cherish,2020-06-30 11:21:47,positive,70,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,cherish,2021-02-22 02:04:35,positive,70,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,cherish,2020-11-07 07:21:41,positive,70,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,cherish,2020-07-14 10:18:48,positive,70,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,hate,2021-05-31 22:51:42,negative,5,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,hate,2021-03-10 23:33:35,negative,5,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,hate,2020-06-27 01:52:49,negative,5,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,indifferent,2020-07-05 19:55:52,neutral,20,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,indifferent,2020-06-22 12:23:23,neutral,20,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,indifferent,2020-08-10 02:46:04,neutral,20,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,indifferent,2021-02-21 02:47:47,neutral,20,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,indifferent,2020-08-21 06:57:45,neutral,20,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,super love,2021-02-10 21:57:28,positive,75,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,super love,2021-01-11 19:39:11,positive,75,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,worried,2021-01-15 22:01:19,negative,12,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,like,2020-08-22 15:24:41,positive,50,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,like,2021-02-27 20:09:53,positive,50,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,heart,2020-10-12 22:18:10,positive,60,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,heart,2020-07-11 03:07:21,positive,60,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,heart,2021-04-02 14:54:31,positive,60,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,want,2020-11-23 13:19:18,positive,70,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,want,2020-09-28 03:08:51,positive,70,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,want,2020-10-09 17:38:36,positive,70,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,intrigued,2021-01-26 04:49:54,positive,45,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,intrigued,2020-07-16 03:32:27,positive,45,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,intrigued,2020-11-03 14:28:41,positive,45,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,love,2021-03-06 13:00:53,positive,65,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,love,2020-08-05 02:01:42,positive,65,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,love,2021-02-24 14:45:02,positive,65,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,love,2020-12-30 00:26:37,positive,65,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,adore,2021-03-07 17:41:10,positive,72,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,adore,2020-08-26 15:35:15,positive,72,video,animals
bbef3be1-172e-44bb-be3b-013140707ecf,adore,2021-05-19 03:26:54,positive,72,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,disgust,2020-10-22 15:01:57,negative,0,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,disgust,2021-05-24 09:55:46,negative,0,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,disgust,2021-02-13 00:27:00,negative,0,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,disgust,2020-11-22 23:33:52,negative,0,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,disgust,2020-08-05 19:44:09,negative,0,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,dislike,2021-02-26 19:03:31,negative,10,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,dislike,2020-12-24 12:33:21,negative,10,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,scared,2021-02-26 21:35:14,negative,15,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,interested,2021-05-11 11:14:40,positive,30,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,interested,2020-09-27 23:18:14,positive,30,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,interested,2020-06-20 13:51:39,positive,30,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,peeking,2021-01-23 21:49:24,neutral,35,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,peeking,2021-05-21 23:57:36,neutral,35,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,cherish,2021-03-07 16:36:50,positive,70,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,cherish,2021-01-17 03:21:49,positive,70,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,indifferent,2020-07-27 06:48:08,neutral,20,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,indifferent,2020-08-17 20:14:34,neutral,20,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,super love,2020-10-08 10:59:55,positive,75,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,super love,2020-10-05 23:00:17,positive,75,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,worried,2021-05-30 10:22:12,negative,12,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,worried,2020-06-22 03:27:12,negative,12,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,worried,2021-04-09 15:33:48,negative,12,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,worried,2020-12-03 10:26:53,negative,12,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,worried,2021-05-26 05:55:31,negative,12,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,like,2021-04-21 10:19:25,positive,50,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,like,2020-08-10 06:11:22,positive,50,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,like,2021-01-01 12:20:42,positive,50,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,heart,2021-06-10 23:46:59,positive,60,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,heart,2020-08-10 07:07:20,positive,60,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,heart,2020-07-13 13:26:14,positive,60,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,heart,2020-08-01 15:39:57,positive,60,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,want,2021-03-25 23:58:17,positive,70,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,intrigued,2021-01-31 07:28:06,positive,45,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,intrigued,2021-05-21 20:30:37,positive,45,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,intrigued,2021-06-04 22:20:54,positive,45,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,intrigued,2021-04-30 12:31:05,positive,45,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,intrigued,2020-11-03 00:50:34,positive,45,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,love,2020-07-15 07:47:37,positive,65,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,adore,2020-12-23 12:51:18,positive,72,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,adore,2021-05-24 08:31:32,positive,72,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,adore,2021-02-02 16:00:13,positive,72,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,adore,2021-05-05 00:26:32,positive,72,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,adore,2020-11-08 05:28:55,positive,72,video,animals
d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,adore,2020-12-04 04:52:49,positive,72,video,animals
4172c4ea-8fd9-4e50-bd2c-7020eab84f34,disgust,2021-01-17 23:43:53,negative,0,audio,animals
4172c4ea-8fd9-4e50-bd2c-7020eab84f34,disgust,2020-07-15 19:23:08,negative,0,audio,animals
4172c4ea-8fd9-4e50-bd2c-7020eab84f34,disgust,2021-05-03 02:38:27,negative,0,audio,animals
4172c4ea-8fd9-4e50-bd2c-7020eab84f34,dislike,2021-02-05 10:22:56,negative,10,audio,animals
4172c4ea-8fd9-4e50-bd2c-7020eab84f34,dislike,2021-03-19 18:57:38,negative,10,audio,animals
4172c4ea-8fd9-4e50-bd2c-7020eab84f34,scared,2021-03-04 02:46:37,negative,15,audio,animals
4172c4ea-8fd9-4e50-bd2c-7020eab84f34,scared,2021-03-29 00:19:17,negative,15,audio,animals
